"Country_Name","Country.Code","gdp_2006","gdp_2007","gdp_2016","gdp_2017","life_exp_2006","life_exp_2007","life_exp_2016","life_exp_2017","pop_2006","pop_2007","pop_2016","pop_2017","popw_2006","popw_2007","popw_2016","popw_2017","urban_2006","urban_2007","urban_2016","urban_2017","educ_spend2006","educ_spend2007","educ_spend2016","educ_spend2017","net_use_2006","net_use_2007","net_use_2016","net_use_2017"
"Tuvalu","TUV",2945.760847,3101.875845,3493.770001,3590.425897,NA,NA,NA,NA,10120,10221,11225,11370,NA,NA,NA,NA,50.721,51.743,60.645,61.53,NA,NA,NA,NA,NA,10,46.00915151,49.31833862
"Uganda","UGA",531.3598917,558.1869187,694.009088,694.2895341,52.784,53.887,61.986,62.516,28571475,29486338,39647506,41162465,13838299,14314635,19992163,20893967,17.425,17.899,22.624,23.196,NA,NA,2.55882,2.63501,2.529363038,3.671965351,21.87617046,23.70653091
"Ukraine","UKR",2983.857295,3229.652917,2909.646215,2994.524185,68.07756098,68.22219512,71.47634146,71.78097561,46787750,46509350,45004645,44831135,32576961,32472877,30905254,30581925,67.969,68.147,69.154,69.246,6.2148,6.15721,5.00978,5.414,4.506124564,6.55,53,58.88947945
"United Arab Emirates","ARE",53335.03157,47283.90328,41045.11112,40819.12868,75.573,75.767,77.47,77.647,5300174,6168838,9360980,9487203,4380867,5185741,7921963,8012977,82.648,83.023,85.965,86.248,NA,NA,NA,NA,52,61,90.60000732,94.81992254
"United Kingdom","GBR",40504.84362,41213.72474,42201.64143,42669.57651,79.24878049,79.44878049,81.15609756,81.15609756,60846820,61322463,65595565,66058859,40196873,40539197,42146414,42326458,80.199,80.479,82.886,83.143,5.02086,4.9534,5.48697,NA,68.82,75.09,94.77580063,94.62
"United States","USA",49405.7673,49856.28149,52534.36528,53356.23624,77.68780488,77.98780488,78.53902439,78.53902439,298379912,301231207,323071342,325147121,199322426,201337589,213042866,213693536,80.099,80.269,81.862,82.058,NA,NA,NA,NA,68.93119327,75,85.54442129,87.26611282
"Uruguay","URY",9440.50698,10038.89509,14124.14386,14437.38469,76.046,76.251,77.498,77.632,3325401,3331749,3424132,3436646,2091285,2102457,2207432,2217418,93.553,93.779,95.144,95.24,2.88026,NA,4.7591,4.86891,29.4,34,66.4,68.27966256
"Uzbekistan","UZB",1061.395206,1145.518453,1909.4371,1961.330447,68.676,68.939,71.171,71.388,26488250,26868000,31847900,32388600,16807380,17271933,21487722,21770618,49.021,49.505,50.65,50.55,NA,NA,6.87223,6.28948,6.388321967,7.490604681,46.79128694,52.30510079
"Vanuatu","VUT",2781.086695,2856.97076,2791.838169,2844.1209,68.515,68.672,70.021,70.172,214370,219472,278330,285510,123432,126936,159760,164065,23.392,23.687,25.062,25.163,NA,NA,NA,4.69537,5.850585059,6.8,24,25.71978784
"Venezuela, RB","VEN",13413.01409,14374.37437,NA,NA,72.938,73.01,72.405,72.246,26850194,27247610,29846179,29390409,17082648,17406833,19441565,19128953,87.98,88.006,88.165,88.183,3.66906,3.62732,NA,NA,15.22471148,20.83,60,72
"Vietnam","VNM",1079.062488,1145.140038,1752.531946,1852.963037,74.295,74.474,75.172,75.241,84617540,85419591,93638724,94596642,56761689,57986694,65676647,66096018,27.888,28.504,34.51,35.213,NA,NA,4.34481,NA,17.25456172,20.75544477,53,58.14
"Virgin Islands (U.S.)","VIR",40472.66295,42118.35626,29729.22179,29290.78498,78.47560976,76.86097561,79.26829268,79.4195122,108371,108339,107510,107268,72507,72300,66403,65820,93.861,94.053,95.48,95.603,NA,NA,NA,NA,27.33261054,27.33933584,59.6083158,64.3774943
"West Bank and Gaza","PSE",1970.108682,2046.971264,2694.522526,2724.414529,72.203,72.366,73.589,73.74,3406334,3494496,4367088,4454805,1790286,1858092,2504859,2567892,73.276,73.491,75.628,75.894,NA,NA,5.71773,5.25234,18.41,21.176,61.17838483,65.2
"Yemen, Rep.","YEM",1246.872111,1252.483143,765.6041721,702.8637557,63.997,64.47,66.087,66.086,20687646,21282515,27168210,27834821,10738559,11201476,15434302,15906756,29.49,30.051,35.394,36.016,NA,NA,NA,NA,1.247824049,5.01,24.57920836,26.71835477
"Zambia","ZMB",1183.363859,1248.418424,1652.284458,1658.823207,49.757,51.134,62.464,63.043,12173514,12502958,16363507,16853688,6163106,6323187,8523910,8848831,37.395,37.881,42.438,42.976,NA,1.24076,NA,NA,4.159913394,4.87,25.50657885,27.8525791
"Zimbabwe","ZWE",931.56854,890.1804546,1224.309922,1263.321322,43.853,44.947,60.294,60.812,12155491,12255922,14030390,14236745,6764527,6821138,7642793,7759872,33.926,33.743,32.296,32.237,NA,NA,NA,NA,2.4,3,23.11998904,27.05548769
